id,name,artist,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
5MMnwYs0hIxkENRsbkWJ2G,Smoke On the Water,Deep Purple,72,rock,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,340742,4
2fDVMNQmFuMORDD3dP7GkN,Home,Foo Fighters,59,rock,0.446,0.152,0,-14.579,1,0.039,0.819,0.0222,0.1,0.111,105.212,293453,3
5SZ6zX4rOrEQferfFC2MfP,Walk This Way,Aerosmith,71,rock,0.653,0.73,5,-10.613,1,0.043,0.0114,0.00001,0.0754,0.894,108.705,220400,4
4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,74,rock,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,81,rock,0.388,0.338,10,-10.054,1,0.0328,0.652,0.000004,0.248,0.477,177.784,303373,4
53NWOfQXdEmbHqg5FGeXlG,I'm So Excited,The Pointer Sisters,56,rock,0.684,0.724,5,-11.249,0,0.033,0.0909,0.000088,0.11,0.729,92.272,228440,4
78Az0Z1vNJgqv9QSB0ULLV,Paint It Black,The Rolling Stones,67,rock,0.504,0.845,5,-7.799,0,0.0938,0.0139,0.0419,0.359,0.736,159.508,224133,4
1chu8wc9zbNqTQ2ahROys1,My Sweet Lord,George Harrison,74,rock,0.537,0.685,1,-8.935,0,0.0333,0.0705,0,0.0839,0.542,120.965,281227,4
3T6R0ppqCnUW6iJhtUYhO3,The Logical Song - Remastered 2010,Supertramp,69,rock,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,251253,4
3OeUlriM0EZHdWleJtjoVr,Got My Mind Set On You - 2004 Digital Remaster,George Harrison,67,rock,0.767,0.854,4,-6.947,1,0.0426,0.465,0.000002,0.381,0.963,149.206,234653,4
6nTiIhLmQ3FWhvrGafw2zj,American Idiot,Green Day,79,rock,0.38,0.988,1,-2.042,1,0.0639,0.000026,0.000079,0.368,0.769,186.113,176346,4
7l9CE3wmEGOUYw1j4ETjnL,Saturnz Barz (feat. Popcaan),Gorillaz,72,rock,0.383,0.621,6,-5.878,0,0.113,0.0272,0,0.381,0.213,80.051,181907,4
5qfZRNjt2TkHEL12r3sDEU,Everglow,Coldplay,75,rock,0.535,0.445,4,-9.155,1,0.0292,0.456,0.0677,0.112,0.136,146.099,282693,4
7pmNNEJcBcODkrPHEIf7Cy,Another Brick In The Wall - 2001 Remastered Version,Pink Floyd,58,rock,0.71,0.436,0,-12.532,1,0.0299,0.0282,0.00298,0.381,0.727,104.136,230867,4
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Lenny Kravitz,73,rock,0.619,0.67,11,-10.319,0,0.0353,0.00165,0.0109,0.331,0.777,129.267,211933,4
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,76,rock,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,73,rock,0.438,0.71,2,-12.412,1,0.0919,0.262,0.5175,0.221,0.53,145.928,210373,4
6oD0TvHIYmObKNl5Mz05ri,Angie - Remastered 2009,The Rolling Stones,68,rock,0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,272000,4
1jzDzZWeSDBg5fhNc3tczV,Paranoid - 2009 Remastered Version,Black Sabbath,77,rock,0.415,0.646,4,-12.021,0,0.0699,0.000042,0.000849,0.207,0.409,163.046,166693,4
6uJwPeBGb3swi85TSr9iIz,Miracles (Someone Special),Coldplay,73,rock,0.626,0.822,6,-5.501,1,0.0434,0.0164,0.000296,0.139,0.374,97.003,276907,4
7BHPGtpuuWWsvE7cCaMuEU,Naive,The Kooks,77,rock,0.543,0.819,11,-6.159,1,0.0661,0.0703,0,0.149,0.705,102.687,203507,4
0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,U2,71,rock,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,248400,4
53968oKecrFxkErocab2Al,November Rain,Guns N' Roses,75,rock,0.197,0.629,11,-9.291,1,0.03,0.0165,0.279,0.125,0.221,79.495,447053,4
1JLn8RhQzHz3qDqsChcmBl,I Want To Know What Love Is - Remastered,Foreigner,76,rock,0.477,0.471,6,-10.036,1,0.0277,0.193,0.000002,0.131,0.423,81.204,304787,4
459EpH5UZgE6fMNPMLOgMF,Girls Just Want to Have Fun,Cyndi Lauper,52,rock,0.711,0.8,6,-4.883,1,0.0327,0.219,0.00102,0.354,0.726,120.393,236293,4
3H7sv3Krffn15BufUuXzf3,Hey Jude - Remastered 2015,The Beatles,72,rock,0.386,0.607,10,-7.7,1,0.0261,0.0112,0.000014,0.088,0.532,147.207,425653,4
4Z1fbYp0HuxLBje4MOZcSD,Twist And Shout - Remastered,The Beatles,72,rock,0.482,0.849,2,-9.198,1,0.0452,0.641,0.000008,0.0414,0.937,124.631,155227,4
3ZE3wv8V3w2T2f7nOCjV0N,Life On Mars? - 2015 Remastered Version,David Bowie,74,rock,0.442,0.384,10,-14.635,1,0.0414,0.639,0.000077,0.0539,0.216,123.281,235987,4
3U7H63zKWLjOuFZJUmTowp,You Give Love A Bad Name,Bon Jovi,75,rock,0.559,0.825,0,-10.725,0,0.0401,0.0771,0,0.363,0.805,122.821,223733,4
2vz1CsL5WBsbpBcwgboTAw,Footloose,Kenny Loggins,77,rock,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4
40QaXOfYoRXaSZE2pI8Iwv,Edge Of Darkness,Greta Van Fleet,56,rock,0.452,0.943,9,-3.778,1,0.0538,0.00746,0.0936,0.0767,0.69,148.035,268400,4
10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,78,rock,0.553,0.865,9,-4.751,0,0.0409,0.017,0.00001,0.267,0.735,96.161,283000,4
1NCuYqMc8hKMb4cpNTcJbD,Another Day In Paradise - 2016 Remastered,Phil Collins,73,rock,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,322133,4
6ml6iL8HUdQKgtMaehAZc8,Start Me Up - 2009 Re-Mastered Digital Version,The Rolling Stones,73,rock,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4
2x8evxqUlF0eRabbW2JBJd,Fluorescent Adolescent,Arctic Monkeys,79,rock,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,4
7DFIn27sO8vxX8gb2ZqEvC,Around The World,Kings of Leon,54,rock,0.575,0.854,1,-5.847,0,0.0362,0.000252,0.5175,0.351,0.587,113.075,214040,4
2pDXMhXlzg67zhXKZVlefy,Hurt,Johnny Cash,71,rock,0.546,0.404,9,-7.515,0,0.0273,0.62,0.000302,0.114,0.182,92.023,216533,4
1lCRw5FEZ1gPDNPzy1K4zW,We Are The Champions - Remastered 2011,Queen,71,rock,0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,179200,4
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,77,rock,0.691,0.631,2,-6.478,1,0.0368,0.0483,0.000011,0.104,0.8,92.004,161124,4
5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,The Black Keys,70,rock,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,4
5anCkDvJ17aznvK5TED5uo,Hail to the King,Avenged Sevenfold,77,rock,0.585,0.887,3,-5.086,0,0.0362,0.000376,0.0518,0.132,0.711,118.035,304880,4
1dv3ePjze9tPq2pk8eWJdR,Gimme Shelter,The Rolling Stones,72,rock,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,270773,4
5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,76,rock,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4
2zvot9pY2FNl1E94kc4K8M,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,75,rock,0.601,0.532,10,-9.119,1,0.0286,0.432,0.000006,0.0925,0.341,136.571,281613,4
104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),Linkin Park,77,rock,0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,169801,4
6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,Lenny Kravitz,67,rock,0.679,0.568,6,-10.74,1,0.0423,0.422,0.00948,0.322,0.93,159.689,242640,4
61mWefnWQOLf90gepjOCb3,Duality,Slipknot,77,rock,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,4
4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,Cyndi Lauper,72,rock,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,4
1olbyCTQp9pCVhYx0ErCOP,Dear Life,Beck,59,rock,0.512,0.717,1,-3.276,1,0.0278,0.00233,0.00519,0.239,0.607,165.974,224237,4
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,73,rock,0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261,369600,4
2wVXSc0IrQVodHESUxVUJA,Losing My Religion,R.E.M.,78,rock,0.664,0.852,9,-4.996,0,0.029,0.174,0,0.1,0.807,125.632,268427,4
2xI7o9zYcqynmueNH4foku,Take A Look Around,Limp Bizkit,71,rock,0.49,0.856,1,-5.659,1,0.049,0.018,0.36,0.0871,0.516,101.93,321040,4
7r5bS08R8d0jZuDZutVeHQ,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,68,rock,0.744,0.495,10,-9.615,1,0.0402,0.0162,0.00825,0.177,0.53,119.541,294347,4
6hVZcLTExWAaodoqW2wLtf,Magazine,Editors,64,rock,0.515,0.791,11,-6.697,0,0.0411,0.000436,0.000034,0.0942,0.35,127.884,235850,4
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,80,rock,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4
1twBt7aZiy7HWPG025QGuP,Aerials,System Of A Down,71,rock,0.404,0.923,0,-4.235,0,0.0547,0.00107,0.0163,0.0637,0.248,81.058,235600,4
4WfGrAJVC3A5xhUTja0gUG,Money For Nothing,Dire Straits,71,rock,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,447053,4
4Z92RMiyJpUrApZi3LtpJ6,Blackbird - Remastered,The Beatles,69,rock,0.686,0.127,7,-14.361,1,0.0342,0.754,0.000014,0.0573,0.372,93.699,138387,4
4ePP9So5xRzspjLFVVbj90,Two Princes,Spin Doctors,75,rock,0.543,0.912,7,-10.71,1,0.0601,0.00162,0.000002,0.0565,0.836,103.731,256733,4
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,80,rock,0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.381,0.907,150.572,183307,4
2NMgVh5qaPprKTEzFe3501,Roxanne,The Police,62,rock,0.611,0.683,0,-9.872,1,0.239,0.0535,0.000004,0.0378,0.65,133.149,188907,4
6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,AC/DC,75,rock,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.000685,0.297,0.769,127.316,210880,4
40HGoSHn9gELCcJu8TLakq,"Under Pressure - Single Version, 2017 Remastered Version",Queen,62,rock,0.672,0.654,2,-9.053,1,0.0484,0.403,0,0.091,0.448,113.635,248720,4
3Au6174rC3JSzZN5BhCl3D,I Want To Break Free - Single Remix,Queen,71,rock,0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.951,258013,4
3ztCt91U2wGkDZuzbCwH6H,Black Hole Sun,Soundgarden,73,rock,0.351,0.822,6,-5.337,1,0.0408,0.000185,0.000117,0.0766,0.158,105.503,318587,4
0oVSvrU612xkj7vbvbUAT2,Streets of Philadelphia,Bruce Springsteen,70,rock,0.724,0.249,5,-15.488,1,0.0321,0.341,0.11,0.0933,0.444,93.667,195293,4
2MvIMgtWyK88OiPi0J8Dg3,Psychosocial,Slipknot,76,rock,0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,283400,4
2miAut6dp9BWdGmOxwSGEC,Sweet Dreams (Are Made Of This),Marilyn Manson,69,rock,0.39,0.642,8,-5.266,1,0.0326,0.00502,0.5175,0.296,0.132,92.397,293293,4
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,76,rock,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.381,0.755,127.361,210173,4
7KxMm3ACHHuIa48MLIbOCm,Self Esteem,The Offspring,70,rock,0.439,0.909,0,-3.607,1,0.0684,0.0266,0,0.367,0.597,104.709,257760,4
7Dm3dV3WPNdTgxoNY7YFnc,The Chain - Remastered,Fleetwood Mac,75,rock,0.523,0.757,9,-6.934,1,0.0515,0.0521,0.000081,0.0465,0.652,152.016,269816,4
2u8MGAiS2hBVE7GZzTZLQI,I'm So Excited,The Pointer Sisters,71,rock,0.688,0.858,5,-6.496,0,0.0348,0.103,0.000118,0.147,0.697,92.253,229467,4
2yNWwardt8VzlpNBWrGYD6,For Once In My Life,Stevie Wonder,68,rock,0.566,0.482,6,-13.047,1,0.0411,0.301,0,0.269,0.856,109.046,170600,4
31L9yLXSj6LpCFupyMV6CR,Up&Up,Coldplay,74,rock,0.48,0.718,7,-5.461,1,0.0603,0.0485,0.000343,0.102,0.252,163.987,405320,4
3MjrueDQKVr6xDDseZwhEd,Figure It Out,Royal Blood,70,rock,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00674,0.248,0.651,107.995,184053,4
57BrRMwf9LrcmuOsyGilwr,Crawling,Linkin Park,76,rock,0.58,0.716,4,-5.201,1,0.034,0.0564,0.000004,0.381,0.3,105.084,210773,4
2udw7RDkldLFIPG9WYdVtT,Sir Duke,Stevie Wonder,68,rock,0.588,0.568,6,-9.766,1,0.0672,0.16,0,0.0792,0.952,106.938,232760,4
3skn2lauGk7Dx6bVIt5DVj,Starlight,Muse,73,rock,0.55,0.874,4,-4.046,1,0.0321,0.000436,0.00001,0.206,0.318,121.61,240213,4
3Pnhzf3Knhdsavx0VM2ZmG,Island In The Sun,Weezer,71,rock,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4
6oO7WMjD6kEvCITLbVj0mu,Hypnotize,System Of A Down,72,rock,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,153.986,189440,4
6ToM0uwxtPKo9CMpbPGYvM,Break On Through (To The Other Side),The Doors,73,rock,0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,145867,4
3CGZnJkBe1Kk5Jx4Kc3kPv,Love Is All We Have Left,U2,64,rock,0.318,0.3,2,-14.87,1,0.0348,0.726,0.000893,0.13,0.0742,101.976,161200,4
4q5cQyhhUW5X0PQVzA8VsG,Mr. Jones,Counting Crows,72,rock,0.58,0.814,0,-6.582,1,0.0363,0.173,0.000002,0.246,0.722,141.606,272507,4
69QHm3pustz01CJRwdo20z,Hells Bells,AC/DC,72,rock,0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,312293,4
14XWXWv5FoCbFzLksawpEe,Riders On The Storm,The Doors,74,rock,0.549,0.722,11,-11.729,0,0.0283,0.25,0.0138,0.11,0.716,103.885,434720,4
4hy4fb5D1KL50b3sng9cjw,Smells Like Teen Spirit,Nirvana,66,rock,0.48,0.875,1,-5.898,1,0.0429,0.000016,0.000751,0.103,0.826,116.754,300827,4
3pyjJrvYubl5klFaLTCLQg,What Goes Around Comes Around,Lenny Kravitz,51,rock,0.846,0.47,2,-9.053,1,0.0507,0.833,0.0935,0.195,0.741,124.416,289880,4
2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,Red Hot Chili Peppers,76,rock,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,4
0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,76,rock,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880,4
4mn2kNTqiGLwaUR8JdhJ1l,The House Of The Rising Sun,The Animals,75,rock,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3
2LkaNhCrNVmcYgXJeLVmsw,The Sound of Silence,Simon & Garfunkel,72,rock,0.435,0.456,6,-10.305,1,0.0279,0.136,0.000002,0.124,0.529,107.529,185440,4
01ICFoBoco3TaM5r3HthXy,Master Of Puppets,Metallica,73,rock,0.539,0.828,4,-9.11,0,0.0361,0.000721,0.438,0.198,0.587,105.303,447053,4
2pAiDdzQru1mPgPBptneod,Summer Of Love,U2,64,rock,0.728,0.419,4,-8.554,0,0.0314,0.101,0.000005,0.0989,0.699,120.001,204067,4
7x8dCjCr0x6x2lXKujYD34,The Pretender,Foo Fighters,78,rock,0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,269373,4
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,Red Hot Chili Peppers,77,rock,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4
77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',Journey,79,rock,0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.381,0.472,119.25,248907,4
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remastered Version,Blur,77,rock,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160,4
1XKopm6Ka62xxgI3xIjcRJ,The Diary Of Jane,Breaking Benjamin,68,rock,0.395,0.959,10,-4.409,0,0.0632,0.000062,0.0447,0.102,0.319,167.093,200549,4
4MFCXniy7I8tj0GXtf3wgC,Adventure Of A Lifetime,Coldplay,65,rock,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,111.995,263787,4
3K4HG9evC7dg3N0R9cYqk4,One Step Closer,Linkin Park,75,rock,0.492,0.969,9,-4.419,1,0.0491,0.0014,0.000001,0.0787,0.538,95.136,157333,4
6f49kbOuQSOsStBpyGvQfA,A Head Full Of Dreams,Coldplay,72,rock,0.45,0.92,11,-4.982,1,0.0733,0.002,0.0201,0.334,0.0773,122.979,223773,4
2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,Coldplay,71,rock,0.425,0.733,9,-6.883,1,0.0396,0.00193,0.00922,0.171,0.313,117.985,240796,4
7nzsY8vlnKdvGOEE0rjAXZ,Arabella,Arctic Monkeys,73,rock,0.579,0.558,2,-6.986,1,0.0895,0.0202,0.000001,0.212,0.506,179.949,207357,4
269OfNY9Je1QWaDnu31KKp,Wild World,Yusuf / Cat Stevens,71,rock,0.484,0.508,0,-9.308,1,0.0364,0.376,0.000791,0.0961,0.554,151.867,200173,4
5n6RDaGFSN88oRWuGtYAIN,The Show Must Go On - Remastered 2011,Queen,67,rock,0.426,0.687,11,-6.926,0,0.0329,0.409,0,0.112,0.189,84.141,277827,4
5Q6BEkgHxYuEJmHidFLy9L,Hole In Your Heart,Royal Blood,67,rock,0.596,0.811,1,-5.501,0,0.0587,0.00458,0.000016,0.0971,0.475,100.032,226093,4
7nAfXgeHfDO50upcOjJOaq,Talking to Myself,Linkin Park,73,rock,0.593,0.712,2,-6.325,0,0.0286,0.00184,0,0.128,0.473,124.013,231307,4
4OaV9UYQ3EfrBRPjoO6u7c,Heart-Shaped Box,Nirvana,72,rock,0.493,0.66,1,-10.198,1,0.0457,0.188,0.0298,0.094,0.307,100.977,281160,4
3XKIUb7HzIF1Vu9usunMzc,Maria Maria - Radio Mix,Santana,71,rock,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973,4
0c4IEciLCDdXEhhKxj4ThA,Madness,Muse,72,rock,0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,4
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,MGMT,67,rock,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,4
2udGjDmpK1dH9VGyw7nrei,Cocaine,Eric Clapton,72,rock,0.706,0.497,9,-12.429,1,0.0273,0.06,0.0204,0.31,0.743,105.283,221640,4
5j6ZZwA9BnxZi5Bk0Ng4jB,Heroes - 1999 Remastered Version,David Bowie,75,rock,0.478,0.774,7,-6.977,1,0.0292,0.000265,0.5175,0.191,0.429,112.577,370373,4
20d716Zgi9dRE2g7wnhMqt,Happy Hour,Weezer,59,rock,0.641,0.889,1,-4.302,1,0.028,0.000283,0.000723,0.288,0.738,99.012,177280,4
4tyl9OMKMG8F2L0RUYQMH3,Walk Of Life,Dire Straits,72,rock,0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,249960,4
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,79,rock,0.412,0.882,11,-5.54,0,0.0369,0.00006,0.00031,0.0805,0.356,158.066,250547,4
3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Muse,73,rock,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120,212440,4
3bN4tg6rnNPy9GCkGhym4T,Message In A Bottle - Remastered 2003,The Police,70,rock,0.577,0.808,1,-7.04,0,0.039,0.0338,0.000013,0.221,0.869,151.008,290280,4
0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,Jimi Hendrix,72,rock,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4
3SnLRfOzUGCJSYtFtQ8qHY,American Soul,U2,64,rock,0.58,0.809,4,-7.763,0,0.0547,0.0357,0.000034,0.312,0.418,130.021,261733,4
310epXrlbXmfGcD1qSdgVV,Born In The U.S.A.,Bruce Springsteen,63,rock,0.397,0.861,4,-12.156,1,0.0569,0.00201,0.000025,0.35,0.512,121.856,278827,4
2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice - 2000 - Remaster,The Beach Boys,74,rock,0.392,0.629,5,-7.056,1,0.0335,0.718,0.000004,0.129,0.72,124.511,153240,4
72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remastered Version,David Bowie,73,rock,0.299,0.443,0,-12.621,1,0.0346,0.0748,0.000138,0.177,0.434,139.539,318813,4
4qO03RMQm88DdpTJcxlglY,Call Me,Blondie,64,rock,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,212600,4
0t4z0WaQomQqPONghWn8c2,Me and Michael,MGMT,68,rock,0.628,0.841,9,-4.583,1,0.0268,0.0285,0.00332,0.254,0.706,111.985,289853,4
0pKerL8YFmtKqzcObIQy9T,You’re The Best Thing About Me - U2 Vs. Kygo,U2,63,rock,0.775,0.61,2,-7.743,1,0.0835,0.0064,0,0.0738,0.737,117.041,256493,4
2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,74,rock,0.668,0.906,11,-4.881,0,0.17,0.214,0.00229,0.135,0.507,135.653,231933,4
3XOKU8CKSiQsuQHD5vhzo5,She Works Out Too Much,MGMT,67,rock,0.633,0.919,5,-6.208,0,0.0343,0.00596,0.273,0.381,0.805,147.97,278387,4
41pOIT2t1rvr2Trg1HQChZ,Radio/Video,System Of A Down,69,rock,0.361,0.921,6,-2.468,0,0.0717,0.173,0.000007,0.358,0.466,139.259,249227,4
78TnMTAFmWUWWCgNXR7D3K,Listen To Your Heart,Roxette,71,rock,0.539,0.583,1,-4.935,0,0.0275,0.108,0,0.111,0.337,86.063,328093,4
26D1PRJjD9Jj1JGRk88KVc,Lithium,Nirvana,71,rock,0.676,0.671,7,-6.308,1,0.0386,0.00182,0,0.0671,0.417,123.223,257053,4
3td69vL9Py7Ai9wfXYnvji,When You Die,MGMT,66,rock,0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880,4
5R3VPUyabw6xw3CyAfIbqV,Under Pressure - Remastered 2011,Queen,52,rock,0.667,0.713,2,-7.253,1,0.0462,0.521,0,0.0734,0.526,113.521,236507,4
2tbdjsdJ9xtyunKnZBkGxF,Father And Son,Yusuf / Cat Stevens,72,rock,0.497,0.343,7,-11.482,1,0.0369,0.615,0.000031,0.099,0.407,136.118,221000,4
4GHF75LwRT2Hsv9z3ZXpM8,Johnny B. Goode,Chuck Berry,57,rock,0.533,0.871,10,-6.085,1,0.0656,0.759,0.000186,0.337,0.97,167.841,159427,4
383QXk8nb2YrARMUwDdjQS,Psycho,Muse,72,rock,0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.381,0.507,125.02,316718,4
7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,73,rock,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,230253,4
2takcwOaAZWiXQijPHIx7B,Time Is Running Out,Muse,69,rock,0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040,4
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,Survivor,77,rock,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,4
2C0KFbb4v9CNWR5c9jWcKC,Andromeda (feat. DRAM),Gorillaz,70,rock,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.381,0.257,130.084,197547,4
2bBMODHVTXGwE2aZYfbgCt,Ascension (feat. Vince Staples),Gorillaz,68,rock,0.676,0.905,1,-2.569,1,0.147,0.594,0,0.154,0.519,152.186,155973,4
0c1gHntWjKD7QShC8s99sq,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith,76,rock,0.39,0.649,2,-5.163,1,0.0345,0.172,0,0.216,0.144,121.16,299760,4
1t18idTmPA3sWLxYUWwesw,Paper Cages,Franz Ferdinand,64,rock,0.522,0.725,5,-4.856,1,0.169,0.0119,0,0.332,0.747,200.365,220827,4
2YEL7oERMj7nAJGjoAV9Hs,You Never Can Tell,Chuck Berry,65,rock,0.526,0.852,7,-9.519,1,0.222,0.731,0.000051,0.241,0.884,157.403,161500,4
7xEFNXSSRYHP179ew8L9RM,KILL4ME,Marilyn Manson,65,rock,0.635,0.692,11,-6.109,0,0.0355,0.00247,0.000004,0.381,0.339,107.997,239240,4
51T1wGHtx6hXW89UCzw1Rc,Pretty Fly (For A White Guy),The Offspring,71,rock,0.722,0.895,11,-3.684,0,0.118,0.101,0.000001,0.0695,0.963,143.383,188667,4
2UjLzxf4oYjHOVOBoVojlL,Champagne Supernova,Oasis,66,rock,0.301,0.853,2,-2.264,1,0.0369,0.208,0.00328,0.354,0.112,150.423,447053,4
0vLwL4xuJ3s7SeaCdvMqkY,Call Me,Blondie,65,rock,0.551,0.628,2,-13.799,1,0.036,0.0336,0.000194,0.151,0.777,142.167,212893,4
43rJQjd6zfyTP58TNI9JAi,TSLAMP,MGMT,66,rock,0.602,0.879,9,-5.283,0,0.0994,0.22,0.000236,0.107,0.733,174.11,270013,4
0It6VJoMAare1zdV2wxqZq,Undisclosed Desires,Muse,68,rock,0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,4
